character,keyword,reading,decomposition,spatial,ids,components_detail,tags
墦,a grave (2),fan2,soil + try / turn,⿰ (left-right),⿰土番,"土 = soil, 番 = try / turn",SC::L2
墡,chalk,,soil + virtuous,⿰ (left-right),⿰土善,"土 = soil, 善 = virtuous",SC::L2
劐,to slit with a knife,huo1,,⿰ (left-right),⿰蒦刂,,SC::L2
薁,used in 蘡薁|𮐨薁[ying1 yu4],yu4,flower + of great depth / core,⿱ (top-bottom),⿱艹奥,"艹 = flower, 奥 = of great depth / core",SC::L2
蕰,hippuris or mare's tail,yun4,flower + temperature / warm,⿱ (top-bottom),⿱艹温,"艹 = flower, 温 = temperature / warm",SC::L2
蔃,cigarette (slang) (Cantonese),qiang2,flower + strong,⿱ (top-bottom),⿱艹强,"艹 = flower, 强 = strong",SC::L2
鼒,tripod with a small opening on top,zi1,genius + old cooking pot / tripod,⿱ (top-bottom),⿱才鼎,"才 = genius, 鼎 = old cooking pot / tripod",SC::L2
槱,ritual bonfire,you3,tree + sign of the bird,⿰ (left-right),⿰木⿱酉灬,"木 = tree, 酉 = sign of the bird",SC::L2
鹝,old variant of 鷁|鹢[yi4],yi4,cauldron + bird,⿰ (left-right),⿰鬲鸟,"鬲 = cauldron, 鸟 = bird",SC::L2
磉,stone plinth,sang3,stone + mulberry tree,⿰ (left-right),⿰石桑,"石 = stone, 桑 = mulberry tree",SC::L2
殣,die of hunger,jin4,malicious + violet,⿰ (left-right),⿰歹堇,"歹 = malicious, 堇 = violet",SC::L2
慭,to wish,yin4,heart,⿱ (top-bottom),⿱𪺽心,心 = heart,SC::L2
霅,surname Zha,Zha2,rain + say,⿱ (top-bottom),⿱雨言,"雨 = rain, 言 = say",SC::L2
暵,dry by exposing sun,han4,day,⿰ (left-right),⿰日𦰩,日 = day,SC::L2
暲,to rise (of sun),zhang1,day + chapter / badge,⿰ (left-right),⿰日章,"日 = day, 章 = chapter / badge",SC::L2
暶,bright (8),xuan2,day + whirl / rotation,⿰ (left-right),⿰日旋,"日 = day, 旋 = whirl / rotation",SC::L2
踦,shin,ji3,strange,⿰ (left-right),⿰𧾷奇,奇 = strange,SC::L2
踣,to tumble,bo2,muzzle,⿰ (left-right),⿰𧾷咅,咅 = muzzle,SC::L2
䗖,used in 螮蝀|䗖𬟽[di4 dong1] (2),di4,insect + sash,⿰ (left-right),⿰虫带,"虫 = insect, 带 = sash",SC::L2
蝘,Hemidactylus bowringii,yan3,insect + to hide,⿰ (left-right),⿰虫匽,"虫 = insect, 匽 = to hide, to secrete, to repress",SC::L2
蝲,used in 蝲蝲蛄[la4 la4 gu3],la4,insect,⿰ (left-right),⿰虫剌,虫 = insect,SC::L2
蝤,used in 蝤蠐|蝤蛴[qiu2 qi2],qiu2,insect + chieftain,⿰ (left-right),⿰虫酋,"虫 = insect, 酋 = chieftain",SC::L2
噇,to eat or drink extravagantly,chuang2,mouth + juvenile,⿰ (left-right),⿰口童,"口 = mouth, 童 = juvenile",SC::L2
噂,talk together,zun3,mouth + venerate / revered,⿰ (left-right),⿰口尊,"口 = mouth, 尊 = venerate / revered",SC::L2
噀,spurt out of the mouth,xun4,mouth,⿰ (left-right),⿰口巽,口 = mouth,SC::L2
罶,creel,liu3,stay / detain,⿱ (top-bottom),⿱罒留,留 = stay / detain,SC::L2
嶲,old variant of 巂[xi1],xi1,mountain + meaningful,⿱ (top-bottom),⿱山雋,"山 = mountain, 雋 = meaningful",SC::L2
嶓,Boshan,bo1,mountain + try / turn,⿰ (left-right),⿰山番,"山 = mountain, 番 = try / turn",SC::L2
㠇,name of a mountain ridge,jiu4,mountain + at once / concerning,⿱ (top-bottom),⿱山就,"山 = mountain, 就 = at once / concerning",SC::L2
嶟,(of terrain) steep,zun1,mountain + venerate / revered,⿰ (left-right),⿰山尊,"山 = mountain, 尊 = venerate / revered",SC::L2
嶒,lofty (2),ceng2,mountain + formerly,⿰ (left-right),⿰山曾,"山 = mountain, 曾 = formerly",SC::L2
镆,moscovium,mo4,nobody / shalt,⿰ (left-right),⿰钅莫,莫 = nobody / shalt,SC::L2
镈,ancient musical intrument shaped as a bell,bo2,gummed label,⿰ (left-right),⿰钅尃,尃 = gummed label,SC::L2
镋,old variant of 钂|镋[tang3],tang3,political party,⿰ (left-right),⿰钅党,党 = political party,SC::L2
镎,neptunium (chemistry),na2,hold,⿰ (left-right),⿰钅拿,拿 = hold,SC::L2
𬭩,-onium (chemistry),weng1,elderly man / venerable old man,⿰ (left-right),⿰钅翁,翁 = elderly man / venerable old man,SC::L2
镕,to smelt,rong2,contain,⿰ (left-right),⿰钅容,容 = contain,SC::L2
稹,to accumulate,zhen3,standing grain + true,⿰ (left-right),⿰禾真,"禾 = standing grain, 真 = true",SC::L2
儇,nimble,xuan1,,⿰ (left-right),⿰亻睘,,SC::L2
皞,bright (9),hao4,white,⿰ (left-right),⿰白皋,白 = white,SC::L2
䴘,used in 鷿鷈|䴙䴘[pi4 ti1],ti1,bird,⿰ (left-right),⿰虒鸟,鸟 = bird,SC::L2
艎,fast ship,huang2,boat + emperor,⿰ (left-right),⿰舟皇,"舟 = boat, 皇 = emperor",SC::L2
艏,bow of a ship,shou3,boat + heads / neck,⿰ (left-right),⿰舟首,"舟 = boat, 首 = heads / neck",SC::L2
鹟,flycatcher (bird),weng1,elderly man / venerable old man + bird,⿰ (left-right),⿰翁鸟,"翁 = elderly man / venerable old man, 鸟 = bird",SC::L2
𩾃,Sciaena albiflora,mian3,fish + avoid / excuse,⿰ (left-right),⿰鱼免,"鱼 = fish, 免 = avoid / excuse",SC::L2
鲦,"Korean sharpbelly (fish, Hemiculter leucisculus)",tiao2,fish + strip / twig,⿰ (left-right),⿰鱼条,"鱼 = fish, 条 = strip / twig",SC::L2
鲪,Sebastodes guntheri,jun1,fish + monarch / old boy,⿰ (left-right),⿰鱼君,"鱼 = fish, 君 = monarch / old boy",SC::L2
鲬,a flathead (fish),,fish + chop-rack,⿰ (left-right),⿰鱼甬,"鱼 = fish, 甬 = chop-rack",SC::L2
橥,Zelkova acuminata,zhu1,pig / boar + tree,⿱ (top-bottom),⿱猪木,"猪 = pig / boar, 木 = tree",SC::L2
觭,odd,ji1,angle + strange,⿰ (left-right),⿰角奇,"角 = angle, 奇 = strange",SC::L2
鹠,the owl,liu2,stay / detain + bird,⿰ (left-right),⿰留鸟,"留 = stay / detain, 鸟 = bird",SC::L2
鹡,wagtail,ji2,backbone / spinal column + bird,⿰ (left-right),⿰脊鸟,"脊 = backbone / spinal column, 鸟 = bird",SC::L2
糇,dry provisions,hou2,rice + marquis,⿰ (left-right),⿰米侯,"米 = rice, 侯 = marquis",SC::L2
糈,official pay,xu3,rice,⿰ (left-right),⿰米胥,米 = rice,SC::L2
翦,clip,Jian3,in front + feathers,⿱ (top-bottom),⿱前羽,"前 = in front, 羽 = feathers",SC::L2
鹢,fishhawk bow or prow,yi4,benefit + bird,⿰ (left-right),⿰益鸟,"益 = benefit, 鸟 = bird",SC::L2
鹣,mythical bird with one eye and one wing,jian1,double / concurrently + bird,⿰ (left-right),⿰兼鸟,"兼 = double / concurrently, 鸟 = bird",SC::L2
熛,flame flaring,biao1,fire + ticket / ballot,⿰ (left-right),⿰火票,"火 = fire, 票 = ticket / ballot",SC::L2
潖,name of a place in Guangdong,,,⿰ (left-right),⿰氵琶,,SC::L2
潵,name of a river in Hebei Province,Sa3,scattered,⿰ (left-right),⿰氵散,散 = scattered,SC::L2
㵐,Jue River in Hubei,Jue2,,⿰ (left-right),⿰氵厥,,SC::L2
澂,clear and still water,cheng2,,⿰ (left-right),⿰氵𢽠,,SC::L2
澛,old variant of 滷|卤[lu3],lu3,Lu,⿰ (left-right),⿰氵鲁,鲁 = Lu,SC::L2
潽,to boil over,pu1,universal,⿰ (left-right),⿰氵普,普 = universal,SC::L2
潾,clear (as of water) (2),lin2,jack-o’-lantern,⿰ (left-right),⿰氵粦,粦 = jack-o’-lantern,SC::L2
潏,to bubble up,jue2,,⿰ (left-right),⿰氵矞,,SC::L2
憭,intelligible,liao3,pup tent,⿰ (left-right),⿰忄尞,尞 = pup tent,SC::L2
𬸣,(adjective) (of birds) flying,xian1,bird,⿱ (top-bottom),⿱𡨄鸟,鸟 = bird,SC::L2
戭,spear (2),yan3,sign of the tiger + halberd,⿰ (left-right),⿰寅戈,"寅 = sign of the tiger, 戈 = halberd",SC::L2
褯,used in 褯子[jie4 zi5],jie4,mat / seat,⿰ (left-right),⿰衤席,席 = mat / seat,SC::L2
禤,surname Xuan,Xuan1,feathers,⿰ (left-right),⿰礻⿱罒羽,羽 = feathers,SC::L2
𫍽,usually used in a name,xuan1,,⿰ (left-right),⿰讠睘,,SC::L2
嫽,to play,liao2,woman + pup tent,⿰ (left-right),⿰女尞,"女 = woman, 尞 = pup tent",SC::L2
遹,in accordance with,Yu4,road,⿺ (bottom-left-wrap),⿺辶矞,辶 = road,SC::L2
𬴊,horse with a dappled coat,lin2,horse + jack-o’-lantern,⿰ (left-right),⿰马粦,"马 = horse, 粦 = jack-o’-lantern",SC::L2
璥,a kind of jade (9),jing3,revere / awe,⿰ (left-right),⿰𤣩敬,敬 = revere / awe,SC::L2
璲,pendant girdle-ornaments,sui4,satisfy / consummate,⿰ (left-right),⿰𤣩遂,遂 = satisfy / consummate,SC::L2
憙,joyful thing,xi3,joyful / rejoice + heart,⿱ (top-bottom),⿱喜心,"喜 = joyful / rejoice, 心 = heart",SC::L2
擐,pass through,huan4,fingers,⿰ (left-right),⿰扌睘,扌 = fingers,SC::L2
鄹,name of a state,Zou1,assemble / crowd + pinnacle,⿰ (left-right),⿰聚阝,"聚 = assemble / crowd, 阝 = pinnacle",SC::L2
薳,type of grass,wei3,flower + distant,⿱ (top-bottom),⿱艹遠,"艹 = flower, 遠 = distant",SC::L2
鞔,sides or uppers of shoes to stretch a skin on a frame for a drum,,leather + avoid / excuse,⿰ (left-right),⿰革免,"革 = leather, 免 = avoid / excuse",SC::L2
黇,used in 黇鹿[tian1 lu4],tian1,yellow + tell fortunes / fortune-telling,⿰ (left-right),⿰黄占,"黄 = yellow, 占 = tell fortunes / fortune-telling",SC::L2
𬞟,clover fern (Marsilea quadrifolia),pin2,flower + repeatedly,⿱ (top-bottom),⿱艹频,"艹 = flower, 频 = repeatedly",SC::L2
蕗,leucacene,lu4,flower + path,⿱ (top-bottom),⿱艹路,"艹 = flower, 路 = path",SC::L2
薢,woody climbing plant,xiao4,flower + untie / unravel,⿱ (top-bottom),⿱艹解,"艹 = flower, 解 = untie / unravel",SC::L2
蕹,"water spinach or ong choy (Ipomoea aquatica), used as a vegetable in south China and southeast Asia",weng4,flower,⿱ (top-bottom),⿱艹雍,艹 = flower,SC::L2
橦,tree (7),,tree + juvenile,⿰ (left-right),⿰木童,"木 = tree, 童 = juvenile",SC::L2
醑,spiritus,xu3,sign of the bird,⿰ (left-right),⿰酉胥,酉 = sign of the bird,SC::L2
觱,tartar horn,bi4,everybody / salty + angle,⿱ (top-bottom),⿱咸角,"咸 = everybody / salty, 角 = angle",SC::L2
磡,dangerous sea-cliff,kan4,stone + survey / intuition,⿰ (left-right),⿰石勘,"石 = stone, 勘 = survey / intuition",SC::L2
𥕢,place name in Hunan province (3),,stone + Cao / cadet,⿰ (left-right),⿰石曹,"石 = stone, 曹 = Cao / cadet",SC::L2
豮,gelded pig,fen2,sow + local-yokel chowder,⿰ (left-right),⿰豕贲,"豕 = sow, 贲 = local-yokel chowder",SC::L2
𫟦,decoration on carriage,,car + satisfy / consummate,⿰ (left-right),⿰车遂,"车 = car, 遂 = satisfy / consummate",SC::L2
𬺈,surname Yi (3),Yi3,teeth + strange,⿰ (left-right),⿰齿奇,"齿 = teeth, 奇 = strange",SC::L2
𫠜,teeth grown in old age,ni2,teeth + youngster,⿰ (left-right),⿰齿兒,"齿 = teeth, 兒 = youngster",SC::L2
鹾,brine,cuo2,fall short of / distinction,⿰ (left-right),⿰卤差,差 = fall short of / distinction,SC::L2
曌,name invented for herself by Tang empress Wu Zetian 武則天|武则天[Wu3 Ze2 tian1],Zhao4,bright + empty,⿱ (top-bottom),⿱明空,"明 = bright, 空 = empty",SC::L2
曈,sun about to rise,tong2,day + juvenile,⿰ (left-right),⿰日童,"日 = day, 童 = juvenile",SC::L2
㬚,light (2),,day,⿰ (left-right),⿰日𰕎,日 = day,SC::L2
蹅,"to trudge (in mud, snow etc)",cha3,investigate,⿰ (left-right),⿰𧾷查,查 = investigate,SC::L2
踶,paw,di4,be / just so,⿰ (left-right),⿰𧾷是,是 = be / just so,SC::L2
䗛,a kind of insect,,insect,⿰ (left-right),⿰虫脩,虫 = insect,SC::L2
螗,variety of small cicada with a green back and a clear song (in ancient books),tang2,insect + Tang / T'ang,⿰ (left-right),⿰虫唐,"虫 = insect, 唐 = Tang / T'ang",SC::L2
㠓,name of a mountain (4),,mountain + Mongolia / darken,⿰ (left-right),⿰山蒙,"山 = mountain, 蒙 = Mongolia / darken",SC::L2
幪,cover,meng2,towel + Mongolia / darken,⿰ (left-right),⿰巾蒙,"巾 = towel, 蒙 = Mongolia / darken",SC::L2
𪩘,peak of mountain,yan3,mountain + donate / offering,⿰ (left-right),⿰山献,"山 = mountain, 献 = donate / offering",SC::L2
𨱑,bell (2),heng2,yellow,⿰ (left-right),⿰钅黄,黄 = yellow,SC::L2
𬭯,(same as 鐅) the blade or edge of a spade,,shredder,⿰ (left-right),⿰钅敝,敝 = shredder,SC::L2
穄,panicled millet,ji4,standing grain + offer sacrifice / ritual,⿰ (left-right),⿰禾祭,"禾 = standing grain, 祭 = offer sacrifice / ritual",SC::L2
篚,round covered basket,fei3,bandit,⿱ (top-bottom),⿱𥫗匪,匪 = bandit,SC::L2
篯,surname Jian (2),Jian1,coin,⿱ (top-bottom),⿱𥫗钱,钱 = coin,SC::L2
簉,subordinate,zao4,create,⿱ (top-bottom),⿱𥫗造,造 = create,SC::L2
鼽,congested nose,qiu2,nose + nine,⿰ (left-right),⿰鼻九,"鼻 = nose, 九 = nine",SC::L2
衠,pure (2),,true,⿲ (left-mid-right),⿲彳真亍,真 = true,SC::L2
盦,container,an1,dish,⿱ (top-bottom),⿱酓皿,皿 = dish,SC::L2
螣,flying dragon,teng2,month,⿰ (left-right),⿰月䖭,月 = month,SC::L2
縢,tie up,teng2,month,⿰ (left-right),⿰月絭,月 = month,SC::L2
鲭,boiled stew of fish and meat,qing1,fish + blue or green,⿰ (left-right),⿰鱼青,"鱼 = fish, 青 = blue or green",SC::L2
鲯,used in 鯕鰍|鲯鳅[qi2 qiu1],qi2,fish + his-hers-its-theirs,⿰ (left-right),⿰鱼其,"鱼 = fish, 其 = his-hers-its-theirs",SC::L2
鲰,minnows,Zou1,fish + take,⿰ (left-right),⿰鱼取,"鱼 = fish, 取 = take",SC::L2
鲺,cat fish,,fish,⿰ (left-right),⿰鱼虱,鱼 = fish,SC::L2
鲹,carangid (zoology),shen1,fish + participate / visit,⿰ (left-right),⿰鱼参,"鱼 = fish, 参 = participate / visit",SC::L2
𫗴,thick congee,zhan1,Mr. Hyde,⿰ (left-right),⿰饣亶,亶 = Mr. Hyde,SC::L2
亸,hang down,duo3,enjoy / receive + list,⿰ (left-right),⿰享单,"享 = enjoy / receive, 单 = list",SC::L2
癀,used in 癀病[huang2 bing4],huang2,sickness + yellow,⿸ (top-left-wrap),⿸疒黄,"疒 = sickness, 黄 = yellow",SC::L2
瘭,whitlow,biao1,sickness + ticket / ballot,⿸ (top-left-wrap),⿸疒票,"疒 = sickness, 票 = ticket / ballot",SC::L2
𬸦,phoenix,zhuo2,tribe + bird,⿱ (top-bottom),⿱族鸟,"族 = tribe, 鸟 = bird",SC::L2
羱,large-horned wild goat,yuan2,sheep + flatlands / meadow,⿰ (left-right),⿰羊原,"羊 = sheep, 原 = flatlands / meadow",SC::L2
糒,food for a journey,bei4,rice,⿰ (left-right),⿰米𤰇,米 = rice,SC::L2
燋,to cauterize,jiao1,fire + apprehensive / char,⿰ (left-right),⿰火焦,"火 = fire, 焦 = apprehensive / char",SC::L2
熻,to heat,,fire,⿰ (left-right),⿰火翕,火 = fire,SC::L2
燊,brisk,shen1,tree,⿱ (top-bottom),⿱焱木,木 = tree,SC::L2
燚,to blaze,yi4,,⿱ (top-bottom),⿱炏炏,,SC::L2
燏,radiance of fire (2),yu4,fire,⿰ (left-right),⿰火矞,火 = fire,SC::L2
濩,dashing of water,huo4,,⿰ (left-right),⿰氵蒦,,SC::L2
濋,"name of an ancient river (in present-day Dingtao County 定陶縣|定陶县[Ding4 tao2 Xian4], Shandong)",Chu3,clear,⿰ (left-right),⿰氵楚,楚 = clear,SC::L2
澽,a river in Shaanxi,Ju4,a wild boar,⿰ (left-right),⿰氵豦,豦 = a wild boar,SC::L2
澴,to return (of waves),huan2,,⿰ (left-right),⿰氵睘,,SC::L2
澼,bleach,pi4,repudiate,⿰ (left-right),⿰氵辟,辟 = repudiate,SC::L2
憷,to be afraid,chu4,clear,⿰ (left-right),⿰忄楚,楚 = clear,SC::L2
憺,peace (2),dan4,verbose,⿰ (left-right),⿰忄詹,詹 = verbose,SC::L2
懔,be afraid of,lin3,,⿰ (left-right),⿰忄禀,,SC::L2
黉,school,hong2,yellow,⿱ (top-bottom),⿱𰃮黄,黄 = yellow,SC::L2
嬛,used in 便嬛[pian2 xuan1],huan2,woman,⿰ (left-right),⿰女睘,女 = woman,SC::L2
鹨,pipit (genus Anthus),liu4,kiddie cocktail + bird,⿰ (left-right),⿰翏鸟,"翏 = kiddie cocktail, 鸟 = bird",SC::L2
翯,glistening plumage of birds,he4,feathers + tall,⿱ (top-bottom),⿱羽高,"羽 = feathers, 高 = tall",SC::L2
璱,bright (of jade),se4,Chinese harp,⿰ (left-right),⿰𤣩瑟,瑟 = Chinese harp,SC::L2
𤩽,sceptre,,donate / offering,⿰ (left-right),⿰𤣩献,献 = donate / offering,SC::L2
璬,jade pendant,jiao3,homing pigeon,⿰ (left-right),⿰𤣩敫,敫 = homing pigeon,SC::L2
璮,a kind of jade (10),tan3,Mr. Hyde,⿰ (left-right),⿰𤣩亶,亶 = Mr. Hyde,SC::L2
髽,dress the hair,zhua1,Kangxi radical 190 + sit / sitting in meditation,⿱ (top-bottom),⿱髟坐,"髟 = Kangxi radical 190, 坐 = sit / sitting in meditation",SC::L2
擿,to nitpick,ti1,fingers + suitable,⿰ (left-right),⿰扌適,"扌 = fingers, 適 = suitable",SC::L2
薿,luxuriant (of plants),ni3,flower + doubt,⿱ (top-bottom),⿱艹疑,"艹 = flower, 疑 = doubt",SC::L2
薸,duckweed (2),piao1,flower + drift,⿱ (top-bottom),⿱艹漂,"艹 = flower, 漂 = drift",SC::L2
檑,logs rolled down in defense of city,lei2,tree + thunder,⿰ (left-right),⿰木雷,"木 = tree, 雷 = thunder",SC::L2
櫆,Polaris,kui2,tree + leader / pioneer,⿰ (left-right),⿰木魁,"木 = tree, 魁 = leader / pioneer",SC::L2
檞,a kind of oak,,tree + untie / unravel,⿰ (left-right),⿰木解,"木 = tree, 解 = untie / unravel",SC::L2
醨,dregs of wine,li2,sign of the bird + leave,⿰ (left-right),⿰酉离,"酉 = sign of the bird, 离 = leave",SC::L2
繄,interj.,yi1,thread,⿱ (top-bottom),⿱殹糸,糸 = thread,SC::L2
磹,stone wedge,dian4,stone,⿰ (left-right),⿰石覃,石 = stone,SC::L2
磻,name of a river in Shaanxi,pan2,stone + try / turn,⿰ (left-right),⿰石番,"石 = stone, 番 = try / turn",SC::L2
瞫,look,Shen3,eye,⿰ (left-right),⿰目覃,目 = eye,SC::L2
瞵,to stare at,lin2,eye + jack-o’-lantern,⿰ (left-right),⿰目粦,"目 = eye, 粦 = jack-o’-lantern",SC::L2
蹐,walk with short steps,ji2,backbone / spinal column,⿰ (left-right),⿰𧾷脊,脊 = backbone / spinal column,SC::L2
蟏,used in 蠨蛸|蟏蛸[xiao1 shao1],xiao1,insect + desolate,⿰ (left-right),⿰虫萧,"虫 = insect, 萧 = desolate",SC::L2
㘎,(of a tiger) to growl,han3,mouth,⿰ (left-right),⿰口阚,口 = mouth,SC::L2
𬭳,seaborgium (chemistry),xi3,joyful / rejoice,⿰ (left-right),⿰钅喜,喜 = joyful / rejoice,SC::L2
镤,protactinium (chemistry),pu2,,⿰ (left-right),⿰钅菐,,SC::L2
𬭶,hassium (chemistry),hei1,black,⿰ (left-right),⿰钅黑,黑 = black,SC::L2
𫔍,vanadium,fan2,try / turn,⿰ (left-right),⿰钅番,番 = try / turn,SC::L2
镥,lutetium (chemistry),lu3,Lu,⿰ (left-right),⿰钅鲁,鲁 = Lu,SC::L2
镨,praseodymium (chemistry),pu3,universal,⿰ (left-right),⿰钅普,普 = universal,SC::L2
𬭸,phosphonium,lin2,jack-o’-lantern,⿰ (left-right),⿰钅粦,粦 = jack-o’-lantern,SC::L2
𨱔,butt end of spear,zun1,venerate / revered,⿰ (left-right),⿰钅尊,尊 = venerate / revered,SC::L2
𬭼,brass mirror used to light a fire by focusing the sun's rays,sui4,satisfy / consummate,⿰ (left-right),⿰钅遂,遂 = satisfy / consummate,SC::L2
𫔎,hasp of a lock,,,⿰ (left-right),⿰钅矞,,SC::L2
矰,arrow with a streamer,zeng1,dart + formerly,⿰ (left-right),⿰矢曾,"矢 = dart, 曾 = formerly",SC::L2
穜,early-planted late-ripening grain,tong2,standing grain + juvenile,⿰ (left-right),⿰禾童,"禾 = standing grain, 童 = juvenile",SC::L2
穟,ear of grain (2),sui4,standing grain + satisfy / consummate,⿰ (left-right),⿰禾遂,"禾 = standing grain, 遂 = satisfy / consummate",SC::L2
簕,used in 簕竹[le4 zhu2],le4,tighten,⿱ (top-bottom),⿱𥫗勒,勒 = tighten,SC::L2
簃,small house connected to large one,yi2,shift,⿱ (top-bottom),⿱𥫗移,移 = shift,SC::L2
簏,a box,lu4,deer,⿱ (top-bottom),⿱𥫗鹿,鹿 = deer,SC::L2
儦,walking to and fro,biao1,a type of deer,⿰ (left-right),⿰亻麃,麃 = a type of deer,SC::L2
魋,Japanese brown bear,tui2,ghost + turkey,⿺ (bottom-left-wrap),⿺鬼隹,"鬼 = ghost, 隹 = turkey",SC::L2
斶,used in personal names,,catty / ax,⿰ (left-right),⿰斤蜀,斤 = catty / ax,SC::L2
艚,seagoing junk,cao2,boat + Cao / cadet,⿰ (left-right),⿰舟曹,"舟 = boat, 曹 = Cao / cadet",SC::L2
𬸪,water-hen,fan2,try / turn + bird,⿰ (left-right),⿰番鸟,"番 = try / turn, 鸟 = bird",SC::L2
谿,mountain stream,xi1,valley,⿰ (left-right),⿰奚谷,谷 = valley,SC::L2
䲠,Chinese mackerel,chun1,fish + springtime,⿰ (left-right),⿰鱼春,"鱼 = fish, 春 = springtime",SC::L2
鲾,"the ponyfishes, aka slipmouths (Leiognathidae, a family of fishes in the order Perciformes)",bi1,fish + wealth,⿰ (left-right),⿰鱼畐,"鱼 = fish, 畐 = wealth",SC::L2
